expense_allowance_fixed_id,clause_fixed_id,clauses,parent_allowance,allowance,is_all_purpose,allowance_amount,payment_frequency,last_adjusted_year,cpi_quarter_last_adjusted,operative_from,operative_to,version_number,last_modified_datetime,published_year,awards
9758.0,2245,66.3(d)(ii),,Accommodation allowance—standard of air-conditioned caravan or air-conditioned and sewered mining camps,False,20.03,per day,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
570.0,2255,83.2(d)(ii),,Accommodation allowance—standard of air-conditioned caravans or air-conditioned and sewered mining camps,False,20.03,per day,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
571.0,2256,83.2(d)(iii),,"Accommodation allowance—standard of shearer’s quarters, mining camps or rough camping",False,39.82,per day,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
9759.0,2245,66.3(d)(ii),,"Accommodation allowance—standard of shearer’s quarters, mining camps or rough camping",False,39.82,per day,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
9620.0,2243,66.3(a)(i),,Artists,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023,91
9619.0,2236,62.3(b),,Cinemas,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023,91
9615.0,2238,15.3(a)(i),,General,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023,91
9618.0,2234,52.2(a),,Journalists,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023,91
548.0,2237,83.2(b),,Laundry allowance,False,8.3,per day,2008.0,,2010-01-01,,1,2023-06-02T10:12:41+00:00,2023,91
543.0,2233,34.3(a),,Meal allowance,False,21.43,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
567.0,2252,83.2(a)(ii),,Meal allowance on location—dinner,False,22.96,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
566.0,2251,83.2(a)(i),,Meal allowance on location—lunch,False,14.95,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
568.0,2253,83.2(a)(iii),,Meal allowance on location—supper,False,14.95,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
552.0,2241,46.3(a)(ii),,"Meal allowance, more than 2 hours overtime without notice—technical staff",False,18.37,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
544.0,2234,52.2(a),,"Meal allowance, more than one meal a day away from home",False,25.22,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
551.0,2240,46.3(a)(i),,"Meal allowance, more than one meal a day away from home—announcers and broadcaster/journalists",False,27.5,per second and subsequent meals,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
9765.0,23316,67.1(f),,Meal allowance— work beyond time of a second meal break,False,21.14,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
554.0,2243,66.3(a)(i),,Meal allowance—after not less than 10 hours of work in a day,False,21.14,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
9761.0,23313,67.1(a),,Meal allowance—breakfast—work starting before 7.00 am,False,19.0,per meal break,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
9762.0,23314,67.1(b),,Meal allowance—breakfast—work starting before artist can obtain breakfast at accommodation,False,19.0,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
9764.0,23315,67.1(d),,Meal allowance—dinner allowance,False,32.69,per meal break,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
9763.0,23315,67.1(d),,Meal allowance—lunch allowance,False,21.43,per meal break,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
9766.0,23317,67.1(g),,Meal allowance—supper—overtime beyond midnight,False,21.14,per occasion,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
9622.0,2251,83.2(a)(i),,Motion picture production,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023,91
9621.0,2250,74.2(a)(iv),,Musicians,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023,91
9617.0,2240,46.3(a)(i),,Radio broadcasting,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023,91
545.0,2235,52.2(d),,Spectacles allowance,False,111.3,per first frames,2008.0,,2010-01-01,,1,2023-06-02T10:12:41+00:00,2023,91
553.0,2242,52.2(d)(i),,Spectacles allowance—where the employee is in receipt of a health fund benefit,False,111.3,per first frames,2008.0,,2010-01-01,,1,2023-06-02T10:12:41+00:00,2023,91
9616.0,2233,34.3(a),,Television broadcasting,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023,91
563.0,2250,74.2(a)(iv),,Travelling allowance—meals—breakfast,False,16.26,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
565.0,2250,74.2(a)(iv),,Travelling allowance—meals—dinner,False,32.08,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
564.0,2250,74.2(a)(iv),,Travelling allowance—meals—lunch,False,24.18,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
555.0,2244,66.3(a)(ii),,Travelling meal allowance—breakfast,False,19.0,per meal break,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
557.0,2244,66.3(a)(ii),,Travelling meal allowance—dinner,False,32.69,per meal break,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
556.0,2244,66.3(a)(ii),,Travelling meal allowance—lunch,False,21.43,per meal break,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
542.0,2232,15.3(c),,Uniform allowance—maximum per week,False,7.41,per week,2008.0,,2010-01-01,,1,2023-06-02T10:12:41+00:00,2023,91
541.0,2232,15.3(c),,Uniform allowance—per rostered day,False,1.51,per day,2008.0,,2010-01-01,,1,2023-06-02T10:12:41+00:00,2023,91
550.0,2239,15.3(a)(ii),,Vehicle allowance—motorcycle,False,0.49,per km,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
549.0,2238,15.3(a)(i),,Vehicle allowance—vehicle,False,0.95,per km,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
9760.0,2248,66.3(e)(iv),,Wardrobe allowance —other wardrobe allowance,False,25.5,per outfit per week or part of week,2008.0,,2010-01-01,,1,2023-06-02T10:12:41+00:00,2023,91
561.0,2248,66.3(e)(iv),,Wardrobe allowance—own formal wear,False,42.8,per outfit per week or part of week,2008.0,,2010-01-01,,1,2023-06-02T10:12:41+00:00,2023,91
547.0,2236,62.3(b),,Working away from usual place of work—employee required to provide own board and lodging—maximum per week—an amount of up to,False,500.52,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
546.0,2236,62.3(b),,Working away from usual place of work—employee required to provide own board and lodging—per day,False,100.1,per day,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023,91
558.0,2245,66.3(d)(ii),,"Accommodation allowance—standard of a private home, homestead or hotel",False,9.55,per day,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
569.0,2254,83.2(d)(i),,"Accommodation allowance—standard of a private home, homestead or hotel",False,9.55,per day,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9758.0,2245,66.3(d)(ii),,Accommodation allowance—standard of air-conditioned caravan or air-conditioned and sewered mining camps,False,19.19,per day,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
570.0,2255,83.2(d)(ii),,Accommodation allowance—standard of air-conditioned caravans or air-conditioned and sewered mining camps,False,19.19,per day,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
571.0,2256,83.2(d)(iii),,"Accommodation allowance—standard of shearer’s quarters, mining camps or rough camping",False,38.16,per day,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9759.0,2245,66.3(d)(ii),,"Accommodation allowance—standard of shearer’s quarters, mining camps or rough camping",False,38.16,per day,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9620.0,2243,66.3(a)(i),,Artists,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022,91
9619.0,2236,62.3(b),,Cinemas,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022,91
9615.0,2238,15.3(a)(i),,General,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022,91
9618.0,2234,52.2(a),,Journalists,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022,91
548.0,2237,83.2(b),,Laundry allowance,False,8.3,per day,2008.0,,2010-01-01,,1,2022-06-24T15:24:21+00:00,2022,91
543.0,2233,34.3(a),,Meal allowance,False,19.88,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
567.0,2252,83.2(a)(ii),,Meal allowance on location—dinner,False,21.3,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
566.0,2251,83.2(a)(i),,Meal allowance on location—lunch,False,13.87,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
568.0,2253,83.2(a)(iii),,Meal allowance on location—supper,False,13.87,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
552.0,2241,46.3(a)(ii),,"Meal allowance, more than 2 hours overtime without notice—technical staff",False,17.04,per occasion,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
544.0,2234,52.2(a),,"Meal allowance, more than one meal a day away from home",False,23.39,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
551.0,2240,46.3(a)(i),,"Meal allowance, more than one meal a day away from home—announcers and broadcaster/journalists",False,25.51,per second and subsequent meals,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9765.0,23316,67.1(f),,Meal allowance— work beyond time of a second meal break,False,19.61,per occasion,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
554.0,2243,66.3(a)(i),,Meal allowance—after not less than 10 hours of work in a day,False,19.61,per occasion,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9761.0,23313,67.1(a),,Meal allowance—breakfast—work starting before 7.00 am,False,17.62,per meal break,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9762.0,23314,67.1(b),,Meal allowance—breakfast—work starting before artist can obtain breakfast at accommodation,False,17.62,per occasion,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9764.0,23315,67.1(d),,Meal allowance—dinner allowance,False,30.32,per meal break,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9763.0,23315,67.1(d),,Meal allowance—lunch allowance,False,19.88,per meal break,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9766.0,23317,67.1(g),,Meal allowance—supper—overtime beyond midnight,False,19.61,per occasion,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9622.0,2251,83.2(a)(i),,Motion picture production,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022,91
9621.0,2250,74.2(a)(iv),,Musicians,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022,91
9617.0,2240,46.3(a)(i),,Radio broadcasting,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022,91
545.0,2235,52.2(d),,Spectacles allowance,False,111.3,per first frames,2008.0,,2010-01-01,,1,2022-06-24T15:24:21+00:00,2022,91
553.0,2242,52.2(d)(i),,Spectacles allowance—where the employee is in receipt of a health fund benefit,False,111.3,per first frames,2008.0,,2010-01-01,,1,2022-06-24T15:24:21+00:00,2022,91
9616.0,2233,34.3(a),,Television broadcasting,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022,91
563.0,2250,74.2(a)(iv),,Travelling allowance—meals—breakfast,False,15.08,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
565.0,2250,74.2(a)(iv),,Travelling allowance—meals—dinner,False,29.75,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
564.0,2250,74.2(a)(iv),,Travelling allowance—meals—lunch,False,22.43,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
555.0,2244,66.3(a)(ii),,Travelling meal allowance—breakfast,False,17.62,per meal break,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
557.0,2244,66.3(a)(ii),,Travelling meal allowance—dinner,False,30.32,per meal break,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
556.0,2244,66.3(a)(ii),,Travelling meal allowance—lunch,False,19.88,per meal break,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
542.0,2232,15.3(c),,Uniform allowance—maximum per week,False,7.41,per week,2008.0,,2010-01-01,,1,2022-06-24T15:24:21+00:00,2022,91
541.0,2232,15.3(c),,Uniform allowance—per rostered day,False,1.51,per day,2008.0,,2010-01-01,,1,2022-06-24T15:24:21+00:00,2022,91
550.0,2239,15.3(a)(ii),,Vehicle allowance—motorcycle,False,0.47,per km,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
549.0,2238,15.3(a)(i),,Vehicle allowance—vehicle,False,0.91,per km,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
9760.0,2248,66.3(e)(iv),,Wardrobe allowance —other wardrobe allowance,False,25.5,per outfit per week or part of week,2008.0,,2010-01-01,,1,2022-06-24T15:24:21+00:00,2022,91
561.0,2248,66.3(e)(iv),,Wardrobe allowance—own formal wear,False,42.8,per outfit per week or part of week,2008.0,,2010-01-01,,1,2022-06-24T15:24:21+00:00,2022,91
547.0,2236,62.3(b),,Working away from usual place of work—employee required to provide own board and lodging—maximum per week—an amount of up to,False,479.62,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
546.0,2236,62.3(b),,Working away from usual place of work—employee required to provide own board and lodging—per day,False,95.92,per day,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,91
558.0,2245,66.3(d)(ii),,"Accommodation allowance—standard of a private home, homestead or hotel",False,8.36,per day,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
569.0,2254,83.2(d)(i),,"Accommodation allowance—standard of a private home, homestead or hotel",False,8.36,per day,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9758.0,2245,66.3(d)(ii),,Accommodation allowance—standard of air-conditioned caravan or air-conditioned and sewered mining camps,False,16.81,per day,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
570.0,2255,83.2(d)(ii),,Accommodation allowance—standard of air-conditioned caravans or air-conditioned and sewered mining camps,False,16.81,per day,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
571.0,2256,83.2(d)(iii),,"Accommodation allowance—standard of shearer’s quarters, mining camps or rough camping",False,33.42,per day,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9759.0,2245,66.3(d)(ii),,"Accommodation allowance—standard of shearer’s quarters, mining camps or rough camping",False,33.42,per day,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9620.0,2243,66.3(a)(i),,Artists,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021,91
9619.0,2236,62.3(b),,Cinemas,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021,91
9615.0,2238,15.3(a)(i),,General,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021,91
9618.0,2234,52.2(a),,Journalists,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021,91
548.0,2237,83.2(b),,Laundry allowance,False,8.3,per day,2008.0,,2010-01-01,,1,2022-02-15T15:41:38+00:00,2021,91
543.0,2233,34.3(a),,Meal allowance,False,19.43,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
567.0,2252,83.2(a)(ii),,Meal allowance on location—dinner,False,20.82,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
566.0,2251,83.2(a)(i),,Meal allowance on location—lunch,False,13.56,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
568.0,2253,83.2(a)(iii),,Meal allowance on location—supper,False,13.56,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
552.0,2241,46.3(a)(ii),,"Meal allowance, more than 2 hours overtime without notice—technical staff",False,16.66,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
544.0,2234,52.2(a),,"Meal allowance, more than one meal a day away from home",False,22.86,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
551.0,2240,46.3(a)(i),,"Meal allowance, more than one meal a day away from home—announcers and broadcaster/journalists",False,24.93,per second and subsequent meals,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9765.0,23316,67.1(f),,Meal allowance— work beyond time of a second meal break,False,19.17,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
554.0,2243,66.3(a)(i),,Meal allowance—after not less than 10 hours of work in a day,False,19.17,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9761.0,23313,67.1(a),,Meal allowance—breakfast—work starting before 7.00 am,False,17.22,per meal break,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9762.0,23314,67.1(b),,Meal allowance—breakfast—work starting before artist can obtain breakfast at accommodation,False,17.22,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9764.0,23315,67.1(d),,Meal allowance—dinner allowance,False,29.64,per meal break,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9763.0,23315,67.1(d),,Meal allowance—lunch allowance,False,19.43,per meal break,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9766.0,23317,67.1(g),,Meal allowance—supper—overtime beyond midnight,False,19.17,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9622.0,2251,83.2(a)(i),,Motion picture production,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021,91
9621.0,2250,74.2(a)(iv),,Musicians,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021,91
9617.0,2240,46.3(a)(i),,Radio broadcasting,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021,91
545.0,2235,52.2(d),,Spectacles allowance,False,111.3,per first frames,2008.0,,2010-01-01,,1,2022-02-15T15:41:38+00:00,2021,91
553.0,2242,52.2(d)(i),,Spectacles allowance—where the employee is in receipt of a health fund benefit,False,111.3,per first frames,2008.0,,2010-01-01,,1,2022-02-15T15:41:38+00:00,2021,91
9616.0,2233,34.3(a),,Television broadcasting,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021,91
563.0,2250,74.2(a)(iv),,Travelling allowance—meals—breakfast,False,14.74,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
565.0,2250,74.2(a)(iv),,Travelling allowance—meals—dinner,False,29.08,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
564.0,2250,74.2(a)(iv),,Travelling allowance—meals—lunch,False,21.92,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
555.0,2244,66.3(a)(ii),,Travelling meal allowance—breakfast,False,17.22,per meal break,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
557.0,2244,66.3(a)(ii),,Travelling meal allowance—dinner,False,29.64,per meal break,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
556.0,2244,66.3(a)(ii),,Travelling meal allowance—lunch,False,19.43,per meal break,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
542.0,2232,15.3(c),,Uniform allowance—maximum per week,False,7.41,per week,2008.0,,2010-01-01,,1,2022-02-15T15:41:38+00:00,2021,91
541.0,2232,15.3(c),,Uniform allowance—per rostered day,False,1.51,per day,2008.0,,2010-01-01,,1,2022-02-15T15:41:38+00:00,2021,91
550.0,2239,15.3(a)(ii),,Vehicle allowance—motorcycle,False,0.41,per km,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
549.0,2238,15.3(a)(i),,Vehicle allowance—vehicle,False,0.8,per km,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
9760.0,2248,66.3(e)(iv),,Wardrobe allowance —other wardrobe allowance,False,25.5,per outfit per week or part of week,2008.0,,2010-01-01,,1,2022-02-15T15:41:38+00:00,2021,91
561.0,2248,66.3(e)(iv),,Wardrobe allowance—own formal wear,False,42.8,per outfit per week or part of week,2008.0,,2010-01-01,,1,2022-02-15T15:41:38+00:00,2021,91
547.0,2236,62.3(b),,Working away from usual place of work—employee required to provide own board and lodging—maximum per week—an amount of up to,False,420.06,per week,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
546.0,2236,62.3(b),,Working away from usual place of work—employee required to provide own board and lodging—per day,False,84.01,per day,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,91
558.0,2245,66.3(d)(ii),,"Accommodation allowance—standard of a private home, homestead or hotel",False,8.15,per day,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:24+00:00,2020,91
569.0,2254,83.2(d)(i),,"Accommodation allowance—standard of a private home, homestead or hotel",False,8.15,per day,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:25+00:00,2020,91
9758.0,2245,66.3(d)(ii),,Accommodation allowance—standard of air-conditioned caravan or air-conditioned and sewered mining camps,False,16.38,per day,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:27+00:00,2020,91
570.0,2255,83.2(d)(ii),,Accommodation allowance—standard of air-conditioned caravans or air-conditioned and sewered mining camps,False,16.38,per day,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:25+00:00,2020,91
571.0,2256,83.2(d)(iii),,"Accommodation allowance—standard of shearer’s quarters, mining camps or rough camping",False,32.57,per day,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:25+00:00,2020,91
9759.0,2245,66.3(d)(ii),,"Accommodation allowance—standard of shearer’s quarters, mining camps or rough camping",False,32.57,per day,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:40:27+00:00,2020,91
9620.0,2243,66.3(a)(i),,Artists,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020,91
9619.0,2236,62.3(b),,Cinemas,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020,91
9615.0,2238,15.3(a)(i),,General,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020,91
9618.0,2234,52.2(a),,Journalists,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020,91
548.0,2237,83.2(b),,Laundry allowance,False,8.3,per day,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2020,91
543.0,2233,34.3(a),,Meal allowance,False,19.14,per meal,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:23+00:00,2020,91
567.0,2252,83.2(a)(ii),,Meal allowance on location—dinner,False,20.51,per meal,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:25+00:00,2020,91
566.0,2251,83.2(a)(i),,Meal allowance on location—lunch,False,13.36,per meal,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:25+00:00,2020,91
568.0,2253,83.2(a)(iii),,Meal allowance on location—supper,False,13.36,per meal,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:25+00:00,2020,91
552.0,2241,46.3(a)(ii),,"Meal allowance, more than 2 hours overtime without notice—technical staff",False,16.41,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:24+00:00,2020,91
544.0,2234,52.2(a),,"Meal allowance, more than one meal a day away from home",False,22.52,per meal,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:23+00:00,2020,91
551.0,2240,46.3(a)(i),,"Meal allowance, more than one meal a day away from home—announcers and broadcaster/journalists",False,24.56,per second and subsequent meals,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:24+00:00,2020,91
9765.0,23316,67.1(f),,Meal allowance— work beyond time of a second meal break,False,18.89,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:28+00:00,2020,91
554.0,2243,66.3(a)(i),,Meal allowance—after not less than 10 hours of work in a day,False,18.89,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:24+00:00,2020,91
9761.0,23313,67.1(a),,Meal allowance—breakfast—work starting before 7.00 am,False,16.96,per meal break,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:28+00:00,2020,91
9762.0,23314,67.1(b),,Meal allowance—breakfast—work starting before artist can obtain breakfast at accommodation,False,16.96,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:28+00:00,2020,91
9764.0,23315,67.1(d),,Meal allowance—dinner allowance,False,29.2,per meal break,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:28+00:00,2020,91
9763.0,23315,67.1(d),,Meal allowance—lunch allowance,False,19.14,per meal break,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:28+00:00,2020,91
9766.0,23317,67.1(g),,Meal allowance—supper—overtime beyond midnight,False,18.89,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:40:28+00:00,2020,91
9622.0,2251,83.2(a)(i),,Motion picture production,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020,91
9621.0,2250,74.2(a)(iv),,Musicians,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020,91
9617.0,2240,46.3(a)(i),,Radio broadcasting,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020,91
545.0,2235,52.2(d),,Spectacles allowance,False,111.3,per first frames,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2020,91
553.0,2242,52.2(d)(i),,Spectacles allowance—where the employee is in receipt of a health fund benefit,False,111.3,per first frames,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2020,91
