wage_allowance_fixed_id,clause_fixed_id,clauses,parent_allowance,allowance,is_all_purpose,rate,rate_unit,base_pay_rate_id,allowance_amount,payment_frequency,operative_from,operative_to,version_number,last_modified_datetime,published_year,awards
789.0,1151,21.19(i),,Fibre glass allowance,False,0.08,Percent,,0.65,per hour,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
768.0,1140,21.8,,First aid allowance,False,1.68,Percent,,13.59,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
771.0,1142,21.14,,Foreign language allowance—1 language,False,0.66,Percent,,5.34,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
772.0,1142,21.14,,Foreign language allowance—2 languages,False,0.99,Percent,,8.01,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
773.0,1142,21.14,,Foreign language allowance—3 or more languages,False,1.29,Percent,,10.44,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
788.0,1150,21.19(h),,Fuel tanks allowance,False,0.12,Percent,,0.97,per hour,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
800.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1.1 Licence Holder,True,5.0,Percent,,40.46,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
801.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1.2 Licence Holder,True,5.0,Percent,,40.46,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
802.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1.3 Licence Holder,True,5.0,Percent,,40.46,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
803.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1.4 Licence Holder,True,5.0,Percent,,40.46,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
805.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1/B2 Licence Holder,True,5.0,Percent,,40.46,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
804.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B2 Licence Holder,True,5.0,Percent,,40.46,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
793.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B1.1 Licence Holder,True,20.0,Percent,,161.82,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
794.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B1.2 Licence Holder,True,15.0,Percent,,121.37,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
795.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B1.3 Licence Holder,True,20.0,Percent,,161.82,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
796.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B1.4 Licence Holder,True,15.0,Percent,,121.37,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
798.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B1/B2 Licence Holder,True,30.0,Percent,,242.73,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
797.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B2 Licence Holder,True,25.0,Percent,,202.28,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
783.0,1146,21.19(d)(i),,Hot places allowance—between 46 and 54°C,False,0.076,Percent,,0.61,per hour,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
784.0,1146,21.19(d)(i),,Hot places allowance—in excess of 54°C,False,0.1,Percent,,0.81,per hour,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
780.0,1144,21.16,,Leading hand allowance,False,3.0,Percent,,24.27,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
790.0,1152,21.21,,Maintenance and engineering stream,False,,,,,,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
837.0,1172,21.27,,Maintenance and engineering stream—leading hand allowance,True,5.34,Percent,,43.21,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
778.0,1143,21.15,,Money collection allowance—$1000 to less than $5000,False,1.61,Percent,,13.03,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
777.0,1143,21.15,,Money collection allowance—$200 to less than $1000,False,1.2,Percent,,9.71,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
779.0,1143,21.15,,Money collection allowance—$5000 and over,False,1.87,Percent,,15.13,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
776.0,1143,21.15,,Money collection allowance—Less than $200,False,0.6,Percent,,4.85,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
838.0,1173,30.6(a),,Multiple shift allowance—3 shifts with start times over 30 minutes apart,False,0.52,Percent,,4.21,per roster week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
839.0,1174,30.6(b),,Multiple shift allowance—more than 3 shifts with start times over 30 minutes apart—additional to clause 30.6(a),False,0.55,Percent,,4.45,per each such starting time in excess of 3,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
769.0,1141,21.9,,Nightsoil allowance,False,0.64,Percent,,5.18,per shift,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
825.0,1162,21.24(a)(ii),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—appointment signatory under CAO 104.1.3.2,True,2.55,Percent,,20.63,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
830.0,1166,21.24(a)(vi),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—control of engine overhaul test facility,True,0.71,Percent,,5.74,per day or part of day,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
826.0,1163,21.24(a)(iii),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—non-destructive testing authorisation under CAO 100.27,True,1.38,Percent,,11.17,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
827.0,1163,21.24(a)(iii),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—sum of payment not to exceed maximum,True,3.46,Percent,,27.99,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
829.0,1165,21.24(a)(v),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—taxiing approval,True,1.38,Percent,,11.17,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
824.0,1161,21.24(a)(i),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—weight control authority under CAO 100.28,True,7.17,Percent,,58.01,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
828.0,1164,21.24(a)(iv),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—welding authority under CAO 100.25,True,3.46,Percent,,27.99,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
11926.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—each additional endorsement—Transitional Category B1.1 Licence Holder,True,4.25,Percent,,34.39,per week,2017-07-01,2018-06-30,,2023-04-05T07:24:57+00:00,2017,48
11927.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—each additional endorsement—Transitional Category B1.2 Licence Holder,True,4.25,Percent,,34.39,per week,2017-07-01,2018-06-30,,2023-04-05T07:24:57+00:00,2017,48
11928.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—each additional endorsement—Transitional Category B1.3 Licence Holder,True,4.25,Percent,,34.39,per week,2017-07-01,2018-06-30,,2023-04-05T07:24:57+00:00,2017,48
11929.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—each additional endorsement—Transitional Category B1.4 Licence Holder,True,4.25,Percent,,34.39,per week,2017-07-01,2018-06-30,,2023-04-05T07:24:57+00:00,2017,48
11930.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—each additional endorsement—Transitional Category B2 Licence Holder,True,4.25,Percent,,34.39,per week,2017-07-01,2018-06-30,,2023-04-05T07:24:57+00:00,2017,48
810.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—first endorsement—Transitional Category B1.1 Licence Holder,True,15.0,Percent,,121.37,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
811.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—first endorsement—Transitional Category B1.2 Licence Holder,True,10.92,Percent,,88.35,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
812.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—first endorsement—Transitional Category B1.3 Licence Holder,True,15.0,Percent,,121.37,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
813.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—first endorsement—Transitional Category B1.4 Licence Holder,True,10.92,Percent,,88.35,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
814.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—first endorsement—Transitional Category B2 Licence Holder,True,21.24,Percent,,171.85,per week,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
785.0,1147,21.19(e)(i),,Wet places allowance,False,0.076,Percent,,0.61,per hour,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,48
807.0,1155,21.21(c),,Aggregate of all Full Category Endorsement payments for B2 Licence Holder (including allowances paid under clause 21.25(a)—not to exceed maximum,False,35.0,Percent,,274.16,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
806.0,1154,21.21(b),,Aggregate of all Full Category Endorsement payments—not to exceed maximum,False,35.0,Percent,,274.16,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
822.0,1159,21.22(c),,Aggregate of all Transitional Category Endorsement payments for B2 Licence Holder (including allowances paid under clause 21.25(a)—not to exceed maximum,False,29.03,Percent,,227.39,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
821.0,1158,21.22(b),,Aggregate of all Transitional Category Endorsement payments—not to exceed maximum,False,29.03,Percent,,227.39,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
774.0,1143,21.15,,Aviation transport workers stream,False,,,,,,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
832.0,1168,21.25(a),,Category A Licence Holder—exercise of privileges and authorities of Category A Licence,True,7.8,Percent,,61.1,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
833.0,1169,21.25(b),,Category A Licence Holder—exercise of second sub-Category A Licence endorsement,True,6.0,Percent,,47.0,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
834.0,1169,21.25(b),,Category A Licence Holder—exercise of third and subsequent sub-Category A Licence endorsements,True,5.0,Percent,,39.17,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
11919.0,22934,21.25(c),,Category A Licence Holder—minimum payment,False,109.2,Percent,,855.36,per week,2016-07-01,2017-06-30,,2023-04-05T07:24:56+00:00,2016,48
836.0,1171,21.26(a),,Category C Licence Holder—exercise of privileges and authorities of Category C Licence Holder,True,5.34,Percent,,41.83,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
11920.0,22935,21.26(b),,Category C Licence Holder—minimum payment,False,116.99,Percent,,916.38,per week,2016-07-01,2017-06-30,,2023-04-05T07:24:56+00:00,2016,48
765.0,1137,21.6,,Coffin allowance,False,0.37,Percent,,2.9,per coffin,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
781.0,1145,21.19(c),,Cold places allowance,False,0.074,Percent,,0.58,per hour,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
786.0,1148,21.19(f),,Confined spaces allowance,False,0.076,Percent,,0.6,per hour,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
787.0,1149,21.19(g)(i),,Dirty work allowance,False,0.1,Percent,,0.78,per hour,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
766.0,1138,21.7(a)(i),,"Disability allowance—excessive fumes, noise and dust etc.",False,0.12,Percent,,0.94,per hour,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
767.0,1139,21.7(a)(ii),,Disability allowance—noise and dust to a limited degree,False,0.066,Percent,,0.52,per hour,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
789.0,1151,21.19(i),,Fibre glass allowance,False,0.08,Percent,,0.63,per hour,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
768.0,1140,21.8,,First aid allowance,False,1.68,Percent,,13.16,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
771.0,1142,21.14,,Foreign language allowance—1 language,False,0.66,Percent,,5.17,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
772.0,1142,21.14,,Foreign language allowance—2 languages,False,0.99,Percent,,7.75,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
773.0,1142,21.14,,Foreign language allowance—3 or more languages,False,1.29,Percent,,10.1,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
788.0,1150,21.19(h),,Fuel tanks allowance,False,0.12,Percent,,0.94,per hour,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
800.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1.1 Licence Holder,True,5.0,Percent,,39.17,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
801.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1.2 Licence Holder,True,5.0,Percent,,39.17,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
802.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1.3 Licence Holder,True,5.0,Percent,,39.17,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
803.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1.4 Licence Holder,True,5.0,Percent,,39.17,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
805.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1/B2 Licence Holder,True,5.0,Percent,,39.17,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
804.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B2 Licence Holder,True,5.0,Percent,,39.17,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
793.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B1.1 Licence Holder,True,20.0,Percent,,156.66,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
794.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B1.2 Licence Holder,True,15.0,Percent,,117.5,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
795.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B1.3 Licence Holder,True,20.0,Percent,,156.66,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
796.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B1.4 Licence Holder,True,15.0,Percent,,117.5,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
798.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B1/B2 Licence Holder,True,30.0,Percent,,234.99,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
797.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—first endorsement—Full Category B2 Licence Holder,True,25.0,Percent,,195.83,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
783.0,1146,21.19(d)(i),,Hot places allowance—between 46 and 54°C,False,0.076,Percent,,0.6,per hour,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
784.0,1146,21.19(d)(i),,Hot places allowance—in excess of 54°C,False,0.1,Percent,,0.78,per hour,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
780.0,1144,21.16,,Leading hand allowance,False,3.0,Percent,,23.5,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
790.0,1152,21.21,,Maintenance and engineering stream,False,,,,,,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
837.0,1172,21.27,,Maintenance and engineering stream—leading hand allowance,True,5.34,Percent,,41.83,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
778.0,1143,21.15,,Money collection allowance—$1000 to less than $5000,False,1.61,Percent,,12.61,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
777.0,1143,21.15,,Money collection allowance—$200 to less than $1000,False,1.2,Percent,,9.4,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
779.0,1143,21.15,,Money collection allowance—$5000 and over,False,1.87,Percent,,14.65,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
776.0,1143,21.15,,Money collection allowance—Less than $200,False,0.6,Percent,,4.7,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
838.0,1173,30.6(a),,Multiple shift allowance—3 shifts with start times over 30 minutes apart,False,0.52,Percent,,4.07,per roster week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
839.0,1174,30.6(b),,Multiple shift allowance—more than 3 shifts with start times over 30 minutes apart—additional to clause 30.6(a),False,0.55,Percent,,4.31,per each such starting time in excess of 3,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
769.0,1141,21.9,,Nightsoil allowance,False,0.64,Percent,,5.01,per shift,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
825.0,1162,21.24(a)(ii),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—appointment signatory under CAO 104.1.3.2,True,2.55,Percent,,19.97,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
830.0,1166,21.24(a)(vi),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—control of engine overhaul test facility,True,0.71,Percent,,5.56,per day or part of day,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
826.0,1163,21.24(a)(iii),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—non-destructive testing authorisation under CAO 100.27,True,1.38,Percent,,10.81,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
827.0,1163,21.24(a)(iii),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—sum of payment not to exceed maximum,True,3.46,Percent,,27.1,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
829.0,1165,21.24(a)(v),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—taxiing approval,True,1.38,Percent,,10.81,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
824.0,1161,21.24(a)(i),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—weight control authority under CAO 100.28,True,7.17,Percent,,56.16,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
828.0,1164,21.24(a)(iv),,Special appointments—additional payments for exercise of privilege in maintenance and engineering stream—welding authority under CAO 100.25,True,3.46,Percent,,27.1,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
11926.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—each additional endorsement—Transitional Category B1.1 Licence Holder,True,4.25,Percent,,33.29,per week,2016-07-01,2017-06-30,,2023-04-05T07:24:56+00:00,2016,48
11927.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—each additional endorsement—Transitional Category B1.2 Licence Holder,True,4.25,Percent,,33.29,per week,2016-07-01,2017-06-30,,2023-04-05T07:24:56+00:00,2016,48
11928.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—each additional endorsement—Transitional Category B1.3 Licence Holder,True,4.25,Percent,,33.29,per week,2016-07-01,2017-06-30,,2023-04-05T07:24:56+00:00,2016,48
11929.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—each additional endorsement—Transitional Category B1.4 Licence Holder,True,4.25,Percent,,33.29,per week,2016-07-01,2017-06-30,,2023-04-05T07:24:56+00:00,2016,48
11930.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—each additional endorsement—Transitional Category B2 Licence Holder,True,4.25,Percent,,33.29,per week,2016-07-01,2017-06-30,,2023-04-05T07:24:56+00:00,2016,48
810.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—first endorsement—Transitional Category B1.1 Licence Holder,True,15.0,Percent,,117.5,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
811.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—first endorsement—Transitional Category B1.2 Licence Holder,True,10.92,Percent,,85.54,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
812.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—first endorsement—Transitional Category B1.3 Licence Holder,True,15.0,Percent,,117.5,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
813.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—first endorsement—Transitional Category B1.4 Licence Holder,True,10.92,Percent,,85.54,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
814.0,1156,21.22(a),,Transitional Category Aircraft Type Rating Endorsement payment—first endorsement—Transitional Category B2 Licence Holder,True,21.24,Percent,,166.37,per week,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
785.0,1147,21.19(e)(i),,Wet places allowance,False,0.076,Percent,,0.6,per hour,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,48
807.0,1155,21.21(c),,Aggregate of all Full Category Endorsement payments for B2 Licence Holder (including allowances paid under clause 21.25(a)—not to exceed maximum,False,35.0,Percent,,267.72,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
806.0,1154,21.21(b),,Aggregate of all Full Category Endorsement payments—not to exceed maximum,False,35.0,Percent,,267.72,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
822.0,1159,21.22(c),,Aggregate of all Transitional Category Endorsement payments for B2 Licence Holder (including allowances paid under clause 21.25(a)—not to exceed maximum,False,29.03,Percent,,222.05,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
821.0,1158,21.22(b),,Aggregate of all Transitional Category Endorsement payments—not to exceed maximum,False,29.03,Percent,,222.05,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
774.0,1143,21.15,,Aviation transport workers stream,False,,,,,,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
832.0,1168,21.25(a),,Category A Licence Holder—exercise of privileges and authorities of Category A Licence,True,7.8,Percent,,59.66,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
833.0,1169,21.25(b),,Category A Licence Holder—exercise of second sub-Category A Licence endorsement,True,6.0,Percent,,45.89,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
834.0,1169,21.25(b),,Category A Licence Holder—exercise of third and subsequent sub-Category A Licence endorsements,True,5.0,Percent,,38.25,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
11919.0,22934,21.25(c),,Category A Licence Holder—minimum payment,False,109.2,Percent,,835.27,per week,2015-07-01,2016-06-30,,2023-04-05T07:24:56+00:00,2015,48
836.0,1171,21.26(a),,Category C Licence Holder—exercise of privileges and authorities of Category C Licence Holder,True,5.34,Percent,,40.85,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
11920.0,22935,21.26(b),,Category C Licence Holder—minimum payment,False,116.99,Percent,,894.86,per week,2015-07-01,2016-06-30,,2023-04-05T07:24:56+00:00,2015,48
765.0,1137,21.6,,Coffin allowance,False,0.37,Percent,,2.83,per coffin,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
781.0,1145,21.19(c),,Cold places allowance,False,0.074,Percent,,0.57,per hour,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
786.0,1148,21.19(f),,Confined spaces allowance,False,0.076,Percent,,0.58,per hour,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
787.0,1149,21.19(g)(i),,Dirty work allowance,False,0.1,Percent,,0.76,per hour,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
766.0,1138,21.7(a)(i),,"Disability allowance—excessive fumes, noise and dust etc.",False,0.12,Percent,,0.92,per hour,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
767.0,1139,21.7(a)(ii),,Disability allowance—noise and dust to a limited degree,False,0.066,Percent,,0.5,per hour,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
789.0,1151,21.19(i),,Fibre glass allowance,False,0.08,Percent,,0.61,per hour,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
768.0,1140,21.8,,First aid allowance,False,1.68,Percent,,12.85,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
771.0,1142,21.14,,Foreign language allowance—1 language,False,0.66,Percent,,5.05,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
772.0,1142,21.14,,Foreign language allowance—2 languages,False,0.99,Percent,,7.57,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
773.0,1142,21.14,,Foreign language allowance—3 or more languages,False,1.29,Percent,,9.87,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
788.0,1150,21.19(h),,Fuel tanks allowance,False,0.12,Percent,,0.92,per hour,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
800.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1.1 Licence Holder,True,5.0,Percent,,38.25,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
801.0,1153,21.21(a),,Full Category Aircraft Type Rating Endorsement payment—each additional endorsement—Full Category B1.2 Licence Holder,True,5.0,Percent,,38.25,per week,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,48
