expense_allowance_fixed_id,clause_fixed_id,clauses,parent_allowance,allowance,is_all_purpose,allowance_amount,payment_frequency,last_adjusted_year,cpi_quarter_last_adjusted,operative_from,operative_to,version_number,last_modified_datetime,published_year
449.0,2165,14.3(e),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Canberra,False,1199.0,per week,2019.0,,2021-02-01,2022-06-30,0,2022-02-15T15:41:38+00:00,2020
450.0,2165,14.3(e),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—other places,False,917.7,per week,2019.0,,2021-02-01,2022-06-30,0,2022-02-15T15:41:38+00:00,2020
447.0,2165,14.3(e),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Sydney and Melbourne,False,1395.0,per week,2019.0,,2021-02-01,2022-06-30,0,2022-02-15T15:41:38+00:00,2020
454.0,2167,14.3(i),,Incidentals allowance while travelling more than one week—maximum per week,False,86.42,per week,2019.0,,2021-02-01,2022-06-30,0,2022-02-15T15:41:38+00:00,2020
453.0,2167,14.3(i),,Incidentals allowance while travelling more than one week—per day,False,17.26,per day,2019.0,,2021-02-01,2022-03-13,0,2023-04-05T17:21:10+00:00,2020
9768.0,23318,14.2(d)(ii),,Laundry allowance—other than weekly and full-time employees—maximum per week,False,13.56,per week,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:11+00:00,2020
9767.0,23318,14.2(d)(ii),,Laundry allowance—other than weekly and full-time employees—per day,False,3.01,per day,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:11+00:00,2020
439.0,2161,14.2(d)(i),,Laundry allowance—weekly and full time employees—blouses and shirts,False,3.75,per week,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2020
440.0,2161,14.2(d)(i),,Laundry allowance—weekly and full time employees—other garments,False,9.74,per week,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2020
468.0,2176,60.3(a)(ii),,Meal allowances—2 back to back performances,False,19.11,per occasion,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2020
467.0,2175,60.3(a)(i),,Meal allowances—Working beyond 8.00am—if work commenced at or before 12.00 midnight—other than cleaners,False,19.11,per meal interval,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2020
451.0,2166,14.3(h),,Meals while travelling—more than one week—per day,False,60.28,per day,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2020
452.0,2166,14.3(h),,Meals while travelling—more than one week—per week,False,301.31,per week,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2020
9770.0,23320,14.3(g),,Meals while travelling—one week or less—per meal period,False,29.71,per meal period,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:11+00:00,2020
458.0,2169,33.2(e)(iv),,Performance allowances—meal between performances—if break less than 2 hours—Company Dancers,False,19.11,per occasion,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2020
443.0,2162,34.1(e),,Performance allowances—meal between performances—if break less than 2 hours—Performers and Company Dancers,False,29.71,per occasion,2019.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2020
9771.0,23321,60.3(b)(ii),,Tools and equipment allowance—supply of own tools—employees other than Heads of Departments,False,1.02,per day,2017.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:11+00:00,2020
466.0,2174,60.3(b)(i),,Tools and equipment allowance—supply of own tools—Heads of Departments,False,9.89,per week,2017.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2020
464.0,2173,44.6(b),,Travel on Sunday,False,11.3,per occasion,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2020
444.0,2163,14.3(b),,Travel to and from airports—reimbursement—a maximum amount of,False,39.51,per occasion,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2020
460.0,2170,41.3(a),,Upkeep allowances—employee who supplies one or more instruments,False,1.74,per instrument per call,2017.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2020
462.0,2171,41.3(b),,Upkeep allowances—Harpist,False,4.58,per call,2017.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2020
463.0,2172,41.3(c),,Upkeep allowances—Percussionist who provides percussion kit,False,11.09,per week,2017.0,,2021-02-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2020
438.0,2160,14.2(b),,Use of vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2020
457.0,2168,32.3(a)(iv),,Wardrobe and make-up allowances—for each pair of shoes per week,False,4.15,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2020
456.0,2168,32.3(a)(iv),,Wardrobe and make-up allowances—minimum payment per week,False,10.5,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2020
455.0,2168,32.3(a)(iv),,Wardrobe and make-up allowances—supplying clothing/accessories if already in employee’s possession,False,8.2,per article per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2020
446.0,2164,14.5(c)(i),,Accommodation allowance—maximum per week,False,642.88,per week,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:08+00:00,2019
445.0,2164,14.5(c)(i),,Accommodation allowance—per night,False,128.56,per night ,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:08+00:00,2019
448.0,2165,14.5(c)(ii),,"Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Adelaide, Hobart, Perth and Brisbane",False,908.15,per week,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:08+00:00,2019
449.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Canberra,False,1106.0,per week,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:08+00:00,2019
450.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—other places,False,846.56,per week,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
447.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Sydney and Melbourne,False,1287.0,per week,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:08+00:00,2019
454.0,2167,14.5(e),,Incidentals allowance while travelling—maximum per week,False,79.72,per week,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
453.0,2167,14.5(e),,Incidentals allowance while travelling—per day,False,15.92,per day,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
9768.0,2161,14.4,,Laundry allowance—other than weekly and full-time employees—maximum per week,False,13.2,per week,2018.0,,2019-07-01,2021-01-31,0,2023-04-05T17:24:55+00:00,2019
9767.0,2161,14.4,,Laundry allowance—other than weekly and full-time employees—per day,False,2.93,per day,2018.0,,2019-07-01,2021-01-31,0,2023-04-05T17:24:55+00:00,2019
439.0,2161,14.4,,Laundry allowance—weekly and full time employees—blouses and shirts,False,3.65,per week,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:08+00:00,2019
440.0,2161,14.4,,Laundry allowance—weekly and full time employees—other garments,False,9.48,per week,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:08+00:00,2019
468.0,2176,46.4(b),,Meal allowances—2 back to back performances,False,18.54,per occasion,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
467.0,2175,46.4(a),,Meal allowances—Working beyond 8.00am—if work commenced at or before 12.00 midnight—other than cleaners,False,18.54,per meal interval,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
451.0,2166,14.5(d),,Meals while travelling—per day,False,58.48,per day,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
452.0,2166,14.5(d),,Meals while travelling—per week,False,292.32,per week,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
458.0,2169,26.3(d)(iii),,Performance allowances—meal between performances—if break less than 2 hours—Company Dancers,False,18.54,per occasion,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
443.0,2162,27.5,,Performance allowances—meal between performances—if break less than 2 hours—Performers and Company Dancers,False,28.82,per occasion,2018.0,,2019-07-01,2021-01-31,0,2022-02-15T15:40:08+00:00,2019
9771.0,2174,44.1(a),,Tools and equipment allowance—supply of own tools—employees other than Heads of Departments,False,0.97,per day,2017.0,,2017-07-01,2021-01-31,0,2023-04-05T17:24:55+00:00,2019
466.0,2174,44.1(a),,Tools and equipment allowance—supply of own tools—Heads of Departments,False,9.42,per week,2017.0,,2017-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
464.0,2173,34.5(b),,Travel on Sunday,False,11.3,per occasion,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2019
444.0,2163,14.5(b),,Travel to and from airports—reimbursement—a maximum amount of,False,39.51,per occasion,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2019
460.0,2170,31.7(a),,Upkeep allowances—employee who supplies one or more instruments—casual employee,False,1.66,per instrument per call,2017.0,,2017-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
459.0,2170,31.7(a),,Upkeep allowances—employee who supplies one or more instruments—weekly employee,False,13.21,per instrument per week,2017.0,,2017-07-01,2021-01-31,0,2023-04-05T17:21:10+00:00,2019
462.0,2171,31.7(b),,Upkeep allowances—Harpist—casual employee,False,4.36,per call,2017.0,,2017-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
461.0,2171,31.7(b),,Upkeep allowances—Harpist—weekly employee,False,29.28,per week,2017.0,,2017-07-01,2021-01-31,0,2023-04-05T17:21:10+00:00,2019
463.0,2172,31.7(c),,Upkeep allowances—Percussionist who provides percussion kit,False,10.56,per week,2017.0,,2017-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2019
438.0,2160,14.2,,Use of vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2019
457.0,2168,25.1(b),,Wardrobe and make-up allowances—for each pair of shoes per week,False,4.15,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2019
456.0,2168,25.1(b),,Wardrobe and make-up allowances—minimum payment per week,False,10.5,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2019
455.0,2168,25.1(b),,Wardrobe and make-up allowances—supplying clothing/accessories if already in employee’s possession,False,8.2,per article per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2019
446.0,2164,14.5(c)(i),,Accommodation allowance—maximum per week,False,632.08,per week,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:08+00:00,2018
445.0,2164,14.5(c)(i),,Accommodation allowance—per night,False,126.4,per night ,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:08+00:00,2018
448.0,2165,14.5(c)(ii),,"Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Adelaide, Hobart, Perth and Brisbane",False,892.89,per week,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:08+00:00,2018
449.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Canberra,False,1087.0,per week,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:08+00:00,2018
450.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—other places,False,832.33,per week,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:09+00:00,2018
447.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Sydney and Melbourne,False,1265.0,per week,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:08+00:00,2018
454.0,2167,14.5(e),,Incidentals allowance while travelling—maximum per week,False,78.38,per week,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:09+00:00,2018
453.0,2167,14.5(e),,Incidentals allowance while travelling—per day,False,15.65,per day,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:09+00:00,2018
9768.0,2161,14.4,,Laundry allowance—other than weekly and full-time employees—maximum per week,False,13.03,per week,2017.0,,2018-07-01,2019-06-30,0,2023-04-05T17:24:55+00:00,2018
9767.0,2161,14.4,,Laundry allowance—other than weekly and full-time employees—per day,False,2.89,per day,2017.0,,2018-07-01,2019-06-30,0,2023-04-05T17:24:55+00:00,2018
439.0,2161,14.4,,Laundry allowance—weekly and full time employees—blouses and shirts,False,3.6,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:08+00:00,2018
440.0,2161,14.4,,Laundry allowance—weekly and full time employees—other garments,False,9.36,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:08+00:00,2018
468.0,2176,46.4(b),,Meal allowances—2 back to back performances,False,17.97,per occasion,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:09+00:00,2018
467.0,2175,46.4(a),,Meal allowances—Working beyond 8.00am—if work commenced at or before 12.00 midnight—other than cleaners,False,17.97,per meal interval,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:09+00:00,2018
451.0,2166,14.5(d),,Meals while travelling—per day,False,56.68,per day,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:09+00:00,2018
452.0,2166,14.5(d),,Meals while travelling—per week,False,283.33,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:09+00:00,2018
458.0,2169,26.3(d)(iii),,Performance allowances—meal between performances—if break less than 2 hours—Company Dancers,False,17.97,per occasion,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:09+00:00,2018
443.0,2162,27.5,,Performance allowances—meal between performances—if break less than 2 hours—Performers and Company Dancers,False,27.93,per occasion,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:40:08+00:00,2018
9771.0,2174,44.1(a),,Tools and equipment allowance—supply of own tools—employees other than Heads of Departments,False,0.97,per day,2017.0,,2017-07-01,2021-01-31,0,2023-04-05T17:24:55+00:00,2018
466.0,2174,44.1(a),,Tools and equipment allowance—supply of own tools—Heads of Departments,False,9.42,per week,2017.0,,2017-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2018
464.0,2173,34.5(b),,Travel on Sunday,False,11.3,per occasion,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2018
444.0,2163,14.5(b),,Travel to and from airports—reimbursement—a maximum amount of,False,39.51,per occasion,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2018
460.0,2170,31.7(a),,Upkeep allowances—employee who supplies one or more instruments—casual employee,False,1.66,per instrument per call,2017.0,,2017-07-01,2021-01-31,0,2023-04-05T17:21:10+00:00,2018
459.0,2170,31.7(a),,Upkeep allowances—employee who supplies one or more instruments—weekly employee,False,13.21,per instrument per week,2017.0,,2017-07-01,2021-01-31,0,2023-04-05T17:21:10+00:00,2018
462.0,2171,31.7(b),,Upkeep allowances—Harpist—casual employee,False,4.36,per call,2017.0,,2017-07-01,2021-01-31,0,2023-04-05T17:21:10+00:00,2018
461.0,2171,31.7(b),,Upkeep allowances—Harpist—weekly employee,False,29.28,per week,2017.0,,2017-07-01,2021-01-31,0,2023-04-05T17:21:10+00:00,2018
463.0,2172,31.7(c),,Upkeep allowances—Percussionist who provides percussion kit,False,10.56,per week,2017.0,,2017-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2018
438.0,2160,14.2,,Use of vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2018
457.0,2168,25.1(b),,Wardrobe and make-up allowances—for each pair of shoes per week,False,4.15,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2018
456.0,2168,25.1(b),,Wardrobe and make-up allowances—minimum payment per week,False,10.5,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2018
455.0,2168,25.1(b),,Wardrobe and make-up allowances—supplying clothing/accessories if already in employee’s possession,False,8.2,per article per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2018
446.0,2164,14.5(c)(i),,Accommodation allowance—maximum per week,False,611.01,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2017
445.0,2164,14.5(c)(i),,Accommodation allowance—per night,False,122.19,per night ,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2017
448.0,2165,14.5(c)(ii),,"Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Adelaide, Hobart, Perth and Brisbane",False,863.13,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2017
449.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Canberra,False,1051.0,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2017
450.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—other places,False,804.59,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2017
447.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Sydney and Melbourne,False,1223.0,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2017
454.0,2167,14.5(e),,Incidentals allowance while travelling—maximum per week,False,75.77,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2017
453.0,2167,14.5(e),,Incidentals allowance while travelling—per day,False,15.13,per day,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2017
9768.0,2161,14.4,,Laundry allowance—other than weekly and full-time employees—maximum per week,False,12.79,per week,2016.0,,2017-07-01,2018-06-30,0,2023-04-05T17:24:54+00:00,2017
9767.0,2161,14.4,,Laundry allowance—other than weekly and full-time employees—per day,False,2.84,per day,2016.0,,2017-07-01,2018-06-30,0,2023-04-05T17:24:54+00:00,2017
439.0,2161,14.4,,Laundry allowance—weekly and full time employees—blouses and shirts,False,3.53,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2017
440.0,2161,14.4,,Laundry allowance—weekly and full time employees—other garments,False,9.19,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2017
468.0,2176,46.4(b),,Meal allowances—2 back to back performances,False,17.61,per occasion,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2017
467.0,2175,46.4(a),,Meal allowances—Working beyond 8.00am—if work commenced at or before 12.00 midnight—other than cleaners,False,17.61,per meal interval,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2017
451.0,2166,14.5(d),,Meals while travelling—per day,False,55.53,per day,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2017
452.0,2166,14.5(d),,Meals while travelling—per week,False,277.58,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2017
458.0,2169,26.3(d)(iii),,Performance allowances—meal between performances—if break less than 2 hours—Company Dancers,False,17.61,per occasion,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2017
443.0,2162,27.5,,Performance allowances—meal between performances—if break less than 2 hours—Performers and Company Dancers,False,27.36,per occasion,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2017
,2174,44.1(a),,Tools and equipment allowance—supply of own tools—employees other than Heads of Departments,False,0.97,per day,2016.0,,2017-07-01,2021-01-31,0,2023-07-03T12:14:51+00:00,2017
466.0,2174,44.1(a),,Tools and equipment allowance—supply of own tools—Heads of Departments,False,9.42,per week,2016.0,,2017-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2017
464.0,2173,34.5(b),,Travel on Sunday,False,11.3,per occasion,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2017
444.0,2163,14.5(b),,Travel to and from airports—reimbursement—a maximum amount of,False,39.51,per occasion,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2017
460.0,2170,31.7(a),,Upkeep allowances—employee who supplies one or more instruments—casual employee,False,1.66,per instrument per call,2016.0,,2017-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2017
,2170,31.7(a),,Upkeep allowances—employee who supplies one or more instruments—weekly employee,False,13.21,per instrument per week,2016.0,,2017-07-01,2021-01-31,0,2023-07-03T12:13:30+00:00,2017
462.0,2171,31.7(b),,Upkeep allowances—Harpist—casual employee,False,4.36,per call,2016.0,,2017-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2017
,2171,31.7(b),,Upkeep allowances—Harpist—weekly employee,False,29.28,per week,2016.0,,2017-07-01,2021-01-31,0,2023-07-03T12:14:27+00:00,2017
463.0,2172,31.7(c),,Upkeep allowances—Percussionist who provides percussion kit,False,10.56,per week,2016.0,,2017-07-01,2021-01-31,0,2022-02-15T15:40:09+00:00,2017
438.0,2160,14.2,,Use of vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2017
457.0,2168,25.1(b),,Wardrobe and make-up allowances—for each pair of shoes per week,False,4.15,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2017
456.0,2168,25.1(b),,Wardrobe and make-up allowances—minimum payment per week,False,10.5,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2017
455.0,2168,25.1(b),,Wardrobe and make-up allowances—supplying clothing/accessories if already in employee’s possession,False,8.2,per article per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2017
446.0,2164,14.5(c)(i),,Accommodation allowance—maximum per week,False,611.01,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2016
445.0,2164,14.5(c)(i),,Accommodation allowance—per night,False,122.19,per night ,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2016
448.0,2165,14.5(c)(ii),,"Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Adelaide, Hobart, Perth and Brisbane",False,863.13,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2016
449.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Canberra,False,1051.0,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2016
450.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—other places,False,804.59,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2016
447.0,2165,14.5(c)(ii),,Accommodation allowance—where employer does not provide accommodation—maximum weekly amount—Sydney and Melbourne,False,1223.0,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2016
454.0,2167,14.5(e),,Incidentals allowance while travelling—maximum per week,False,75.77,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2016
453.0,2167,14.5(e),,Incidentals allowance while travelling—per day,False,15.13,per day,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:09+00:00,2016
9768.0,2161,14.4,,Laundry allowance—other than weekly and full-time employees—maximum per week,False,12.52,per week,2015.0,,2016-07-01,2017-06-30,0,2023-04-05T17:24:54+00:00,2016
9767.0,2161,14.4,,Laundry allowance—other than weekly and full-time employees—per day,False,2.78,per day,2015.0,,2016-07-01,2017-06-30,0,2023-04-05T17:24:54+00:00,2016
439.0,2161,14.4,,Laundry allowance—weekly and full time employees—blouses and shirts,False,3.46,per week,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:08+00:00,2016
440.0,2161,14.4,,Laundry allowance—weekly and full time employees—other garments,False,9.0,per week,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:08+00:00,2016
468.0,2176,46.4(b),,Meal allowances—2 back to back performances,False,17.42,per occasion,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
467.0,2175,46.4(a),,Meal allowances—Working beyond 8.00am—if work commenced at or before 12.00 midnight—other than cleaners,False,17.42,per meal interval,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
451.0,2166,14.5(d),,Meals while travelling—per day,False,54.93,per day,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
452.0,2166,14.5(d),,Meals while travelling—per week,False,274.58,per week,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
458.0,2169,26.3(d)(iii),,Performance allowances—meal between performances—if break less than 2 hours—Company Dancers,False,17.42,per occasion,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
443.0,2162,27.5,,Performance allowances—meal between performances—if break less than 2 hours—Performers and Company Dancers,False,27.06,per occasion,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:08+00:00,2016
9771.0,2174,44.1(a),,Tools and equipment allowance—supply of own tools—employees other than Heads of Departments,False,0.95,per day,2010.0,,2016-07-01,2017-06-30,0,2023-04-05T17:24:54+00:00,2016
466.0,2174,44.1(a),,Tools and equipment allowance—supply of own tools—Heads of Departments,False,9.22,per week,2010.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
464.0,2173,34.5(b),,Travel on Sunday,False,11.3,per occasion,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:09+00:00,2016
444.0,2163,14.5(b),,Travel to and from airports—reimbursement—a maximum amount of,False,39.51,per occasion,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2016
460.0,2170,31.7(a),,Upkeep allowances—employee who supplies one or more instruments—casual employee,False,1.62,per instrument per call,2010.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
459.0,2170,31.7(a),,Upkeep allowances—employee who supplies one or more instruments—weekly employee,False,12.93,per instrument per week,2010.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
462.0,2171,31.7(b),,Upkeep allowances—Harpist—casual employee,False,4.27,per call,2010.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
461.0,2171,31.7(b),,Upkeep allowances—Harpist—weekly employee,False,28.65,per week,2010.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
463.0,2172,31.7(c),,Upkeep allowances—Percussionist who provides percussion kit,False,10.33,per week,2010.0,,2016-07-01,2017-06-30,0,2022-02-15T15:40:09+00:00,2016
438.0,2160,14.2,,Use of vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-10-31,0,2022-02-15T15:40:08+00:00,2016
457.0,2168,25.1(b),,Wardrobe and make-up allowances—for each pair of shoes per week,False,4.15,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2016
456.0,2168,25.1(b),,Wardrobe and make-up allowances—minimum payment per week,False,10.5,per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2016
455.0,2168,25.1(b),,Wardrobe and make-up allowances—supplying clothing/accessories if already in employee’s possession,False,8.2,per article per week,2008.0,,2010-01-01,,0,2022-02-15T15:41:38+00:00,2016
446.0,2164,14.5(c)(i),,Accommodation allowance—maximum per week,False,611.01,per week,2014.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2015
445.0,2164,14.5(c)(i),,Accommodation allowance—per night,False,122.19,per night ,2014.0,,2015-07-01,2018-06-30,0,2022-02-15T15:40:08+00:00,2015
