,classification_fixed_id,base_pay_rate_id,base_rate_type,base_rate,calculated_pay_rate_id,calculated_rate_type,calculated_rate,parent_classification_name,classification,classification_level,employee_rate_type_code_x,operative_from,operative_to,version_number,published_year,last_modified_datetime,awards,employee_rate_type_code_y
3246,2701,BR91938,Weekly,859.3,CR29124,Hourly,22.61,Adult apprentice aged 21+,stage 2 - level 1 rate,2.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,73,AA
3247,2702,BR91939,Weekly,882.8,CR29125,Hourly,23.23,Adult apprentice aged 21+,stage 3 - level 2 rate,3.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,73,AA
3248,2703,BR91940,Weekly,914.9,CR29126,Hourly,24.08,Adult apprentice aged 21+,stage 4 - level 3 rate,4.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,73,AA
3249,2837,BR92051,Annual,61336.0,CR29632,Weekly,1175.8,,a.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3250,2837,BR92051,Annual,61336.0,CR26745,Hourly,30.94,,a.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3251,2903,BR92105,Weekly,1258.0,CR26796,Hourly,33.11,,5.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3252,2903,BR92105,Weekly,1258.0,CR26795,Annual,65625.67,,5.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3253,2853,BR92065,Annual,93294.0,CR29646,Weekly,1788.4,,c.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3254,2853,BR92065,Annual,93294.0,CR26759,Hourly,47.06,,c.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3255,2864,BR92074,Hourly,80.45,,,,,repeat tutorial (one hour of delivery and one hour of associated working time),1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3256,2860,BR92071,Hourly,154.68,,,,,lecture (one hour of delivery and 2 hours of associated working time),1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3257,2846,BR92059,Annual,79463.0,CR29640,Weekly,1523.3,,b.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3258,2846,BR92059,Annual,79463.0,CR26753,Hourly,40.09,,b.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3259,2894,BR92099,Weekly,995.6,CR26784,Hourly,26.2,,2.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3260,2894,BR92099,Weekly,995.6,CR26783,Annual,51937.13,,2.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3261,2863,BR92073,Hourly,120.69,,,,,tutorial (one hour of delivery and 2 hours of associated working time),1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3262,2868,BR92077,Hourly,40.2,,,,,standard marking,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3263,2906,BR92107,Weekly,1350.7,CR26800,Hourly,35.54,,6.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3264,2906,BR92107,Weekly,1350.7,CR26799,Annual,70461.52,,6.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3265,2909,BR92109,Weekly,1463.4,CR26804,Hourly,38.51,,7.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3266,2909,BR92109,Weekly,1463.4,CR26803,Annual,76340.7,,7.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3267,2900,BR92103,Weekly,1133.5,CR26792,Hourly,29.83,,4.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3268,2900,BR92103,Weekly,1133.5,CR26791,Annual,59130.92,,4.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3269,2897,BR92101,Weekly,1050.9,CR26787,Annual,54821.95,,3.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3270,2897,BR92101,Weekly,1050.9,CR26788,Hourly,27.66,,3.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3271,2890,BR92096,Weekly,910.9,CR26777,Annual,47518.62,,1.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3272,2890,BR92096,Weekly,910.9,CR26778,Hourly,23.97,,1.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3273,2861,BR92072,Hourly,103.1,,,,,repeat lecture (one hour of delivery and one hour of associated working time),1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3274,2875,BR92082,Hourly,40.2,,,,,where staff does not hold doctorate qualifications or perform full subject co-ordination duties,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3275,2873,BR92081,Hourly,80.45,,,,,technical demonstration (one hour of delivery and one hour of associated working time),1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3276,2876,BR92083,Hourly,45.66,,,,,where staff hold doctorate qualifications or perform full subject co-ordination duties,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3277,2865,BR92075,Hourly,136.99,,,,,tutorial (one hour of delivery and 2 hours of associated working time) (where academic holds a relevant doctoral qualification),2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3278,2847,BR92060,Annual,81768.0,CR29641,Weekly,1567.4,,b.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3279,2847,BR92060,Annual,81768.0,CR26754,Hourly,41.25,,b.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3280,2898,BR92102,Weekly,1103.6,CR26790,Hourly,29.04,,3.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3281,2898,BR92102,Weekly,1103.6,CR26789,Annual,57571.13,,3.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3282,2904,BR92106,Weekly,1318.0,CR26797,Annual,68755.67,,5.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3283,2904,BR92106,Weekly,1318.0,CR26798,Hourly,34.68,,5.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3284,2891,BR92097,Weekly,954.0,CR26779,Annual,49767.0,,1.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3285,2891,BR92097,Weekly,954.0,CR26780,Hourly,25.11,,1.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3286,2907,BR92108,Weekly,1430.3,CR26802,Hourly,37.64,,6.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3287,2907,BR92108,Weekly,1430.3,CR26801,Annual,74613.98,,6.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3288,2838,BR92052,Annual,63794.0,CR29633,Weekly,1222.9,,a.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3289,2838,BR92052,Annual,63794.0,CR26746,Hourly,32.18,,a.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3290,2910,BR92110,Weekly,1550.4,CR26806,Hourly,40.8,,7.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3291,2910,BR92110,Weekly,1550.4,CR26805,Annual,80879.2,,7.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3292,2866,BR92076,Hourly,91.28,,,,,repeat tutorial (one hour of delivery and one hour of associated working time) (where academic holds a relevant doctoral qualification),2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3293,2895,BR92100,Weekly,1013.4,CR26786,Hourly,26.67,,2.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3294,2895,BR92100,Weekly,1013.4,CR26785,Annual,52865.7,,2.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3295,2901,BR92104,Weekly,1178.3,CR26793,Annual,61467.98,,4.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3296,2901,BR92104,Weekly,1178.3,CR26794,Hourly,31.01,,4.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3297,2854,BR92066,Annual,95601.0,CR29647,Weekly,1832.6,,c.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3298,2854,BR92066,Annual,95601.0,CR26760,Hourly,48.23,,c.2,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3299,2870,BR92079,Hourly,45.66,,,,,standard marking (where staff holds a relevant doctoral qualification),2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3300,2839,BR92053,Annual,66250.0,CR29634,Weekly,1270.0,,a.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3301,2839,BR92053,Annual,66250.0,CR26747,Hourly,33.42,,a.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3302,2855,BR92067,Annual,97904.0,CR29648,Weekly,1876.8,,c.3,3.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3303,2855,BR92067,Annual,97904.0,CR26761,Hourly,49.39,,c.3,3.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3304,2892,BR92098,Weekly,983.4,CR26781,Annual,51300.7,,1.3,3.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3305,2892,BR92098,Weekly,983.4,CR26782,Hourly,25.88,,1.3,3.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3306,2848,BR92061,Annual,84073.0,CR29642,Weekly,1611.6,,b.3,3.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3307,2848,BR92061,Annual,84073.0,CR26755,Hourly,42.41,,b.3,3.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3308,2869,BR92078,Hourly,51.56,,,,,"marking as a supervising examiner, or marking requiring a significant exercise of judgment",3.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3309,2856,BR92068,Annual,100211.0,CR26762,Hourly,50.55,,c.4,4.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3310,2856,BR92068,Annual,100211.0,CR29649,Weekly,1921.0,,c.4,4.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3311,2849,BR92062,Annual,86382.0,CR26756,Hourly,43.58,,b.4,4.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3312,2849,BR92062,Annual,86382.0,CR29643,Weekly,1655.9,,b.4,4.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3313,2840,BR92054,Annual,68556.0,CR26748,Hourly,34.58,,a.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3314,2840,BR92054,Annual,68556.0,CR29635,Weekly,1314.2,,a.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3315,2850,BR92063,Annual,88684.0,CR26757,Hourly,44.74,,b.5,5.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3316,2850,BR92063,Annual,88684.0,CR29644,Weekly,1700.0,,b.5,5.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3317,2857,BR92069,Annual,102514.0,CR26763,Hourly,51.71,,c.5,5.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3318,2857,BR92069,Annual,102514.0,CR29650,Weekly,1965.1,,c.5,5.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3319,2841,BR92055,Annual,70398.0,CR26749,Hourly,35.51,,a.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3320,2841,BR92055,Annual,70398.0,CR29636,Weekly,1349.5,,a.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3321,2842,BR92056,Annual,72395.0,CR26750,Hourly,36.52,,a.6,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3322,2842,BR92056,Annual,72395.0,CR29637,Weekly,1387.8,,a.6,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3323,2858,BR92070,Annual,104820.0,CR26764,Hourly,52.88,,c.6,6.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3324,2858,BR92070,Annual,104820.0,CR29651,Weekly,2009.3,,c.6,6.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3325,2851,BR92064,Annual,90992.0,CR29645,Weekly,1744.3,,b.6,6.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3326,2851,BR92064,Annual,90992.0,CR26758,Hourly,45.9,,b.6,6.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3327,2843,BR92057,Annual,74392.0,CR26751,Hourly,37.53,,a.7,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3328,2843,BR92057,Annual,74392.0,CR29638,Weekly,1426.0,,a.7,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,75,AD
3329,2844,BR92058,Annual,76390.0,CR29639,Weekly,1464.3,,a.8,8.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3330,2844,BR92058,Annual,76390.0,CR26752,Hourly,38.53,,a.8,8.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3331,90510,BR102232,Daily,365.86,CR29824,Hourly,73.17,,level 12,12.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,75,AD
3332,91092,BR102813,Weekly,995.6,CR29997,Hourly,26.2,,level 3.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,76,AD
3333,4594,BR93446,Weekly,995.0,CR27709,Hourly,26.18,Support Worker - On commencement,level 3.1,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,120,AD
3334,4601,BR93452,Weekly,995.0,CR27715,Hourly,26.18,Children's Services Employee - On commencement,level 3.1,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,120,AD
3335,5671,BR94419,Weekly,1274.8,,,,,level 3.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,125,AD
3336,91093,BR102814,Hourly,30.13,CR29998,Daily,180.78,,broken shift penalty (6 hours),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,76,AD
3337,2935,BR92128,Weekly,1446.8,CR26841,Annual,75494.0,,7.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,76,AD
3338,2935,BR92128,Weekly,1446.8,CR26842,Hourly,38.07,,7.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,76,AD
3339,2950,BR92142,Weekly,1038.6,CR26857,Hourly,27.33,Editors,level 1—upon commencement,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,78,AD
3340,2951,BR92143,Weekly,1103.9,CR26858,Hourly,29.05,Editors,level 1—after 6 months,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,78,AD
3341,2953,BR92144,Weekly,1162.0,CR26859,Hourly,30.58,Editors,level 2—grade 1,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,78,AD
3342,2954,BR92145,Weekly,1191.0,CR26860,Hourly,31.34,Editors,level 2—grade 2,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,78,AD
3343,2955,BR92146,Weekly,1249.5,CR26861,Hourly,32.88,Editors,level 2—grade 3,5.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,78,AD
3344,2956,BR92147,Weekly,1315.2,CR26862,Hourly,34.61,Editors,level 2—grade 4,6.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,78,AD
3345,2958,BR92148,Weekly,1377.7,CR26863,Hourly,36.26,Editors,level 3—grade 1,7.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,78,AD
3346,2959,BR92149,Weekly,1440.5,CR26864,Hourly,37.91,Editors,level 3—grade 2,8.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,78,AD
3347,2960,BR92150,Weekly,1604.4,CR26865,Hourly,42.22,Editors,level 3—grade 3,9.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,78,AD
3348,2979,BR92165,Weekly,859.3,,,,,less than 3 years of experience,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,79,AD
3349,2974,BR92161,Annual,70090.0,CR26876,Hourly,35.36,Level 2(a)—Experienced Graduate of Architecture,experienced graduate of architecture,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,79,AD
3350,2974,BR92161,Annual,70090.0,CR29931,Weekly,1343.6,Level 2(a)—Experienced Graduate of Architecture,experienced graduate of architecture,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,79,AD
3351,2976,BR92162,Annual,70090.0,CR29932,Weekly,1343.6,Level 2(b)—Registered Architect,entry,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,79,AD
3352,2976,BR92162,Annual,70090.0,CR26877,Hourly,35.36,Level 2(b)—Registered Architect,entry,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,79,AD
3353,2977,BR92163,Annual,72256.0,CR29933,Weekly,1385.1,Level 2(b)—Registered Architect,1st pay point,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,79,AD
3354,2977,BR92163,Annual,72256.0,CR26878,Hourly,36.45,Level 2(b)—Registered Architect,1st pay point,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,79,AD
3355,2978,BR92164,Annual,74426.0,CR26879,Hourly,37.54,Level 2(b)—Registered Architect,2nd pay point,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,79,AD
3356,2978,BR92164,Annual,74426.0,CR29934,Weekly,1426.7,Level 2(b)—Registered Architect,2nd pay point,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,79,AD
3357,87996,BR99892,Ordinary hourly,25.81,,,,,grade 2 (general hand),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,80,AD
3358,87977,BR99873,Hourly,12.44,,,,Introductory level employee,under 17 years,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,80,JN
3359,87982,BR99878,Hourly,12.78,,,,Grade 1,under 17 years,2.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,80,JN
3360,87987,BR99883,Hourly,13.24,,,,Grade 2,under 17 years,3.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,80,JN
3361,87992,BR99888,Hourly,13.68,,,,Grade 3,under 17 years,4.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,80,JN
3362,87997,BR99893,Ordinary hourly,28.88,,,,,grade 4 (exhibition technician),2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,80,AD
3363,87998,BR99894,Ordinary hourly,30.65,,,,,grade 5 (supervisory exhibition technician),3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,80,AD
3364,2993,BR92175,Weekly,1263.2,CR26890,Hourly,33.24,,grade 9,10.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,80,AD
3365,3849,BR92848,Weekly,1116.1,CR27276,Hourly,29.37,,grade 9,9.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,91,AD
3366,91098,BR102815,Weekly,1343.1,CR29999,Hourly,35.34,,grade 10,11.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,80,AD
3367,3850,BR92849,Weekly,1140.7,CR27277,Hourly,30.02,,grade 10,10.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,91,AD
3368,175485,BR137474,Weekly,619.6,CR47283,Hourly,32.61,,supernumeraries engaged by the week - 01july23 to 02jul23,,AD,2023-07-01,2023-07-02,4.0,2023,2023-07-03T16:45:42+00:00,81,AD
3369,3031,BR92198,Weekly,914.9,CR26909,Hourly,24.08,,bar/waiting staff,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3370,3009,BR92176,Weekly,859.3,CR26891,Hourly,22.61,Level 1,production and support staff level 1 (induction/training),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3371,91397,BR102901,Hourly,59.41,CR30126,Engagement rate,178.23,Casual Employees,level 9 - musician,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,81,AD
3372,3027,BR92194,Hourly,47.53,CR30122,Engagement rate,142.59,Weekly Employees,level 9 - musician,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,81,AD
3373,3024,BR92191,Weekly,782.6,CR26906,Hourly,32.61,,supernumeraries engaged by the week,1.0,AD,2023-07-03,,6.0,2023,2023-07-03T16:44:41+00:00,81,AD
3374,3025,BR92192,Weekly,841.0,CR26907,Hourly,22.13,,training level - minimum,1.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,81,TN
3375,91398,BR102902,Hourly,62.54,CR30127,Engagement rate,187.62,Casual Employees,level 11 - musician required to accompany artists,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,81,AD
3376,3028,BR92195,Hourly,50.03,CR30123,Engagement rate,150.09,Weekly Employees,level 11 - musician required to accompany artists,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,81,AD
3377,3010,BR92177,Weekly,930.7,CR26892,Hourly,24.49,Level 2,production and support staff level 2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3378,3026,BR92193,Weekly,980.1,CR26908,Hourly,25.79,,training level - maximum,2.0,TN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,81,TN
3379,91399,BR102903,Hourly,69.78,CR30128,Engagement rate,209.34,Casual Employees,level 14 - principal musician,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,81,AD
3380,3029,BR92196,Hourly,55.82,CR30124,Engagement rate,167.46,Weekly Employees,level 14 - principal musician,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,81,AD
3381,3011,BR92178,Weekly,976.2,CR26893,Hourly,25.69,Level 3,production and support staff level 3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3382,91400,BR102904,Hourly,75.71,CR30129,Engagement rate,227.13,Casual Employees,level 15 - conductor-leader,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,81,AD
3383,3030,BR92197,Hourly,60.57,CR30125,Engagement rate,181.71,Weekly Employees,level 15 - conductor-leader,4.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,81,AD
3384,3012,BR92179,Weekly,995.0,CR26894,Hourly,26.18,Level 4,production and support staff level 4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3385,3013,BR92180,Weekly,1026.1,CR26895,Hourly,27.0,Level 5,production and support staff level 5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3386,3014,BR92181,Weekly,1057.4,CR26896,Hourly,27.83,Level 6,production and support staff level 6,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3387,3015,BR92182,Weekly,1085.6,,,,Level 7,company dancer level 1; performer category 1 grade 1,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3388,3016,BR92183,Weekly,1125.2,CR30121,Hourly,29.61,Level 8,company dancer level 2; production and support staff level 7,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3389,3017,BR92184,Weekly,1140.7,,,,Level 9,musician; performer category 1 grade 2; performer category 2,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3390,3018,BR92185,Weekly,1164.0,CR26900,Hourly,30.63,Level 10,company dancer level 3; production and support staff level 8,10.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3391,3019,BR92186,Weekly,1200.8,,,,Level 11,company dancer level 4; musician required to accompany artists; opera principal,11.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3392,3020,BR92187,Weekly,1241.1,,,,Level 12,company dancer level 5,12.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3393,3021,BR92188,Weekly,1286.2,,,,Level 13,company dancer level 6; technical manager,13.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3394,3022,BR92189,Weekly,1339.6,,,,Level 14,company dancer level 7; principal musician; vocalist,14.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3395,3023,BR92190,Weekly,1453.7,,,,Level 15,conductor-leader,15.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,81,AD
3396,92196,BR103487,Annual,55696.0,,,,,coach grade 1,1.0,AD,2022-07-01,,4.0,2022,2023-03-08T07:22:38+00:00,82,AD
3397,92196,BR103487,Annual,53247.0,,,,,coach grade 1,1.0,AD,2021-11-01,2022-06-30,4.0,2021,2023-03-08T07:17:00+00:00,82,AD
3398,92197,BR103488,Annual,62497.0,,,,,coach grade 2,2.0,AD,2022-07-01,,4.0,2022,2023-03-08T07:22:38+00:00,82,AD
3399,92197,BR103488,Annual,59749.0,,,,,coach grade 2,2.0,AD,2021-11-01,2022-06-30,4.0,2021,2023-03-08T07:17:00+00:00,82,AD
3400,92198,BR103489,Annual,75106.0,,,,,coach grade 3,3.0,AD,2022-07-01,,4.0,2022,2023-03-08T07:22:38+00:00,82,AD
3401,92198,BR103489,Annual,71803.0,,,,,coach grade 3,3.0,AD,2021-11-01,2022-06-30,4.0,2021,2023-03-08T07:17:00+00:00,82,AD
3402,92199,BR103490,Annual,85160.0,,,,,coach grade 4,4.0,AD,2022-07-01,,4.0,2022,2023-03-08T07:22:38+00:00,82,AD
